title,author,description,rating,genres,shelves,image_book,url
The Lightning Thief,Rick Riordan,"Alternate cover for this ISBN can be found here

Percy Jackson is a good kid, but he can't seem to focus on his schoolwork or control his temper. And lately, being away at boarding school is only getting worse - Percy could have sworn his pre-algebra teacher turned into a monster and tried to kill him. When Percy's mom finds out, she knows it's time that he knew the truth about where he came from, and that he go to the one place he'll be safe. She sends Percy to Camp Half Blood, a summer camp for demigods (on Long Island), where he learns that the father he never knew is Poseidon, God of the Sea. Soon a mystery unfolds and together with his friends—one a satyr and the other the demigod daughter of Athena - Percy sets out on a quest across the United States to reach the gates of the Underworld (located in a recording studio in Hollywood) and prevent a catastrophic war between the gods.
Show more",4.31,"[""['Fantasy'"", "" 'Young Adult'"", "" 'Mythology'"", "" 'Fiction'"", "" 'Middle Grade'"", "" 'Adventure'"", "" 'Greek Mythology']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fantasy'"", "" 'favorites'"", "" 'young-adult'"", "" 'mythology'"", "" 'owned']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400602609i/28187.jpg,https://www.goodreads.com/book/show/28187.The_Lightning_Thief
Harry Potter and the Order of the Phoenix,J.K. Rowling,"Harry Potter is about to start his fifth year at Hogwarts School of Witchcraft and Wizardry. Unlike most schoolboys, Harry never enjoys his summer holidays, but this summer is even worse than usual. The Dursleys, of course, are making his life a misery, but even his best friends, Ron and Hermione, seem to be neglecting him.

Harry has had enough. He is beginning to think he must do something, anything, to change his situation, when the summer holidays come to an end in a very dramatic fashion. What Harry is about to discover in his new year at Hogwarts will turn his world upside down...
Show more",4.5,"[""['Fantasy'"", "" 'Young Adult'"", "" 'Fiction'"", "" 'Magic'"", "" 'Audiobook'"", "" 'Childrens'"", "" 'Adventure']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fantasy'"", "" 'favorites'"", "" 'young-adult'"", "" 'fiction'"", "" 'harry-potter']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546910265i/2.jpg,https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
Pride and Prejudice,Jane Austen,"Since its immediate success in 1813, Pride and Prejudice has remained one of the most popular novels in the English language. Jane Austen called this brilliant work ""her own darling child"" and its vivacious heroine, Elizabeth Bennet, ""as delightful a creature as ever appeared in print."" The romantic clash between the opinionated Elizabeth and her proud beau, Mr. Darcy, is a splendid performance of civilized sparring. And Jane Austen's radiant wit sparkles as her characters dance a delicate quadrille of flirtation and intrigue, making this book the most superb comedy of manners of Regency England.

Show more",4.29,"[""['Classics'"", "" 'Romance'"", "" 'Fiction'"", "" 'Historical Fiction'"", "" 'Historical'"", "" 'Literature'"", "" 'Audiobook']""]","[""['to-read'"", "" 'currently-reading'"", "" 'classics'"", "" 'favorites'"", "" 'romance'"", "" 'fiction'"", "" 'classic']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320399351i/1885.jpg,https://www.goodreads.com/book/show/1885.Pride_and_Prejudice
Gone with the Wind,Margaret Mitchell,"Scarlett O'Hara, the beautiful, spoiled daughter of a well-to-do Georgia plantation owner, must use every means at her disposal to claw her way out of the poverty she finds herself in after Sherman's March to the Sea.",4.31,"[""['Classics'"", "" 'Historical Fiction'"", "" 'Fiction'"", "" 'Romance'"", "" 'Historical'"", "" 'War'"", "" 'Literature']""]","[""['to-read'"", "" 'currently-reading'"", "" 'classics'"", "" 'favorites'"", "" 'historical-fiction'"", "" 'fiction'"", "" 'romance']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1551144577i/18405.jpg,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind
The Perks of Being a Wallflower,Stephen Chbosky,"standing on the fringes of life...
offers a unique perspective. But there comes a time to see
what it looks like from the dance floor.

This haunting novel about the dilemma of passivity vs. passion marks the stunning debut of a provocative new voice in contemporary fiction: The Perks of Being A WALLFLOWER

This is the story of what it's like to grow up in high school. More intimate than a diary, Charlie's letters are singular and unique, hilarious and devastating. We may not know where he lives. We may not know to whom he is writing. All we know is the world he shares. Caught between trying to live his life and trying to run from it puts him on a strange course through uncharted territory. The world of first dates and mixed tapes, family dramas and new friends. The world of sex, drugs, and The Rocky Horror Picture Show, when all one requires is that the perfect song on that perfect drive to feel infinite.

Through Charlie, Stephen Chbosky has created a deeply affecting coming-of-age story, a powerful novel that will spirit you back to those wild and poignant roller coaster days known as growing up.

(back cover)
Show more",4.24,"[""['Young Adult'"", "" 'Fiction'"", "" 'Contemporary'"", "" 'Classics'"", "" 'Coming Of Age'"", "" 'Romance'"", "" 'Mental Health']""]","[""['to-read'"", "" 'favorites'"", "" 'currently-reading'"", "" 'young-adult'"", "" 'fiction'"", "" 'ya'"", "" 'contemporary']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1650033115i/22628.jpg,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower
The Little Prince,Antoine de Saint-Exupéry,"A pilot stranded in the desert awakes one morning to see, standing before him, the most extraordinary little fellow. ""Please,"" asks the stranger, ""draw me a sheep."" And the pilot realizes that when life's events are too difficult to understand, there is no choice but to succumb to their mysteries. He pulls out pencil and paper... And thus begins this wise and enchanting fable that, in teaching the secret of what is really important in life, has changed forever the world for its readers.

Few stories are as widely read and as universally cherished by children and adults alike as The Little Prince, presented here in a stunning new translation with carefully restored artwork. The definitive edition of a worldwide classic, it will capture the hearts of readers of all ages.
Show more",4.33,"[""['Classics'"", "" 'Fiction'"", "" 'Fantasy'"", "" 'Childrens'"", "" 'France'"", "" 'Philosophy'"", "" 'Young Adult']""]","[""['to-read'"", "" 'currently-reading'"", "" 'favorites'"", "" 'classics'"", "" 'fiction'"", "" 'fantasy'"", "" 'owned']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1367545443i/157993.jpg,https://www.goodreads.com/book/show/157993.The_Little_Prince
Jane Eyre,Charlotte Brontë,"Alternate editions can be found here and here.

A gothic masterpiece of tempestuous passions and dark secrets, Charlotte Brontë's Jane Eyre is edited with an introduction and notes by Stevie Davis in Penguin Classics.

Charlotte Brontë tells the story of orphaned Jane Eyre, who grows up in the home of her heartless aunt, enduring loneliness and cruelty. This troubled childhood strengthens Jane's natural independence and spirit - which prove necessary when she finds employment as a governess to the young ward of Byronic, brooding Mr Rochester. As her feelings for Rochester develop, Jane gradually uncovers Thornfield Hall's terrible secret, forcing her to make a choice. Should she stay with Rochester and live with the consequences, or follow her convictions - even if it means leaving the man she loves? A novel of intense power and intrigue, dazzled readers with its passionate depiction of a woman's search for equality and freedom.
Show more",4.15,"[""['Classics'"", "" 'Fiction'"", "" 'Romance'"", "" 'Gothic'"", "" 'Historical Fiction'"", "" 'Literature'"", "" 'Historical']""]","[""['to-read'"", "" 'currently-reading'"", "" 'classics'"", "" 'favorites'"", "" 'fiction'"", "" 'romance'"", "" 'classic']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1557343311i/10210.jpg,https://www.goodreads.com/book/show/10210.Jane_Eyre
The Great Gatsby,F. Scott Fitzgerald,"The only edition of the beloved classic that is authorized by Fitzgerald’s family and from his lifelong publisher.

This edition is the enduring original text, updated with the author’s own revisions, a foreword by his granddaughter, and with a new introduction by National Book Award winner Jesmyn Ward.

The Great Gatsby, F. Scott Fitzgerald’s third book, stands as the supreme achievement of his career. First published by Scribner in 1925, this quintessential novel of the Jazz Age has been acclaimed by generations of readers. The story of the mysteriously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan is an exquisitely crafted tale of America in the 1920s.
Show more",3.93,"[""['Classics'"", "" 'Fiction'"", "" 'School'"", "" 'Historical Fiction'"", "" 'Romance'"", "" 'Literature'"", "" 'Novels']""]","[""['to-read'"", "" 'currently-reading'"", "" 'classics'"", "" 'favorites'"", "" 'fiction'"", "" 'classic'"", "" 'owned']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1738790966i/4671.jpg,https://www.goodreads.com/book/show/4671.The_Great_Gatsby
Crime and Punishment,Fyodor Dostoevsky,"Raskolnikov, a destitute and desperate former student, wanders through the slums of St Petersburg and commits a random murder without remorse or regret. He imagines himself to be a great man, a Napoleon: acting for a higher purpose beyond conventional moral law. But as he embarks on a dangerous game of cat and mouse with a suspicious police investigator, Raskolnikov is pursued by the growing voice of his conscience and finds the noose of his own guilt tightening around his neck. Only Sonya, a downtrodden sex worker, can offer the chance of redemption.",4.28,"[""['Fiction'"", "" 'Russia'"", "" 'Russian Literature'"", "" 'Literature'"", "" 'Philosophy'"", "" 'Novels'"", "" 'Crime']""]","[""['to-read'"", "" 'currently-reading'"", "" 'favorites'"", "" 'fiction'"", "" 'owned'"", "" 'russian'"", "" 'own']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1382846449i/7144.jpg,https://www.goodreads.com/book/show/7144.Crime_and_Punishment
Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"""I can't explain myself, I'm afraid, sir,"" said Alice, ""Because I'm not myself, you see.""

When Alice sees a white rabbit take a watch out of its waistcoat pocket she decides to follow it, and a sequence of most unusual events is set in motion. This mini book contains the entire topsy-turvy stories of Alice's Adventures in Wonderland and Through the Looking-Glass, accompanied by practical notes and Martina Pelouso's memorable full-colour illustrations.",4.06,"[""['Classics'"", "" 'Fantasy'"", "" 'Fiction'"", "" 'Childrens'"", "" 'Young Adult'"", "" 'Literature'"", "" 'Adventure']""]","[""['to-read'"", "" 'currently-reading'"", "" 'classics'"", "" 'fantasy'"", "" 'favorites'"", "" 'fiction'"", "" 'owned']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630487234i/24213.jpg,https://www.goodreads.com/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass
The da Vinci Code,Dan Brown,"Alternate covers for 9780307277671 can be found:
The da Vinci Code, The da Vinci Code, The da Vinci Code, and The da Vinci Code

While in Paris on business, Harvard symbologist Robert Langdon receives an urgent late-night phone call: the elderly curator of the Louvre has been murdered inside the museum. Near the body, police have found a baffling cipher. While working to solve the enigmatic riddle, Langdon is stunned to discover it leads to a trail of clues hidden in the works of Da Vinci -- clues visible for all to see -- yet ingeniously disguised by the painter.

Langdon joins forces with a gifted French cryptologist, Sophie Neveu, and learns the late curator was involved in the Priory of Sion -- an actual secret society whose members included Sir Isaac Newton, Botticelli, Victor Hugo, and Da Vinci, among others.

In a breathless race through Paris, London, and beyond, Langdon and Neveu match wits with a faceless powerbroker who seems to anticipate their every move. Unless Langdon and Neveu can decipher the labyrinthine puzzle in time, the Priory's ancient secret -- and an explosive historical truth -- will be lost forever.

The Da Vinci Code heralds the arrival of a new breed of lightning-paced, intelligent thriller utterly unpredictable right up to its stunning conclusion.
Show more",3.93,"[""['Fiction'"", "" 'Mystery'"", "" 'Thriller'"", "" 'Mystery Thriller'"", "" 'Historical Fiction'"", "" 'Suspense'"", "" 'Adventure']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fiction'"", "" 'mystery'"", "" 'thriller'"", "" 'favorites'"", "" 'owned']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720313229i/968.jpg,https://www.goodreads.com/book/show/968.The_da_Vinci_Code
Divergent,Veronica Roth,"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.

During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.
Show more",4.14,"[""['Young Adult'"", "" 'Dystopia'"", "" 'Fantasy'"", "" 'Fiction'"", "" 'Science Fiction'"", "" 'Romance'"", "" 'Teen']""]","[""['to-read'"", "" 'currently-reading'"", "" 'young-adult'"", "" 'ya'"", "" 'dystopia'"", "" 'fantasy'"", "" 'fiction']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1618526890i/13335037.jpg,https://www.goodreads.com/book/show/13335037-divergent
Memoirs of a Geisha,Arthur Golden,"A literary sensation and runaway bestseller, this brilliant novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.

In ""Memoirs of a Geisha,"" we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable.",4.16,"[""['Fiction'"", "" 'Historical Fiction'"", "" 'Romance'"", "" 'Classics'"", "" 'Historical'"", "" 'Japan'"", "" 'Book Club']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fiction'"", "" 'historical-fiction'"", "" 'favorites'"", "" 'own'"", "" 'romance']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1409595968i/929.jpg,https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha
Les Misérables,Victor Hugo,"Victor Hugo's tale of injustice, heroism and love follows the fortunes of Jean Valjean, an escaped convict determined to put his criminal past behind him. But his attempts to become a respected member of the community are constantly put under threat: by his own conscience, when, owing to a case of mistaken identity, another man is arrested in his place; and by the relentless investigations of the dogged Inspector Javert. It is not simply for himself that Valjean must stay free, however, for he has sworn to protect the baby daughter of Fantine, driven to prostitution by poverty.",4.21,"[""['Classics'"", "" 'Fiction'"", "" 'Historical Fiction'"", "" 'Literature'"", "" 'France'"", "" 'Historical'"", "" 'Novels']""]","[""['to-read'"", "" 'currently-reading'"", "" 'classics'"", "" 'favorites'"", "" 'fiction'"", "" 'historical-fiction'"", "" 'classic']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1411852091i/24280.jpg,https://www.goodreads.com/book/show/24280.Les_Mis_rables
The Alchemist,Paulo Coelho,"Paulo Coelho's masterpiece tells the mystical story of Santiago, an Andalusian shepherd boy who yearns to travel in search of a worldly treasure. His quest will lead him to riches far different, and far more satisfying, listening to our hearts, of recognizing opportunity and learning to read the omens strewn along life's path, and, most importantly, to follow our dreams.",3.92,"[""['Fiction'"", "" 'Fantasy'"", "" 'Philosophy'"", "" 'Self Help'"", "" 'Book Club'"", "" 'Novels'"", "" 'Spirituality']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fiction'"", "" 'favorites'"", "" 'fantasy'"", "" 'owned'"", "" 'philosophy']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1483412266i/865.jpg,https://www.goodreads.com/book/show/865.The_Alchemist
Anne of Green Gables,L.M. Montgomery,"This heartwarming story has beckoned generations of readers into the special world of Green Gables, an old-fashioned farm outside a town called Avonlea. Anne Shirley, an eleven-year-old orphan, has arrived in this verdant corner of Prince Edward Island only to discover that the Cuthberts—elderly Matthew and his stern sister, Marilla—want to adopt a boy, not a feisty redheaded girl. But before they can send her back, Anne—who simply must have more scope for her imagination and a real home—wins them over completely. A much-loved classic that explores all the vulnerability, expectations, and dreams of a child growing up, Anne of Green Gables is also a wonderful portrait of a time, a place, a family… and, most of all, love.

WITH AN AFTERWORD BY JENNIFER LEE CARELL
Show more",4.32,"[""['Classics'"", "" 'Fiction'"", "" 'Young Adult'"", "" 'Historical Fiction'"", "" 'Childrens'"", "" 'Middle Grade'"", "" 'Audiobook']""]","[""['to-read'"", "" 'currently-reading'"", "" 'classics'"", "" 'favorites'"", "" 'fiction'"", "" 'young-adult'"", "" 'classic']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1615094578i/8127.jpg,https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables
