title,author,description,rating,genres,shelves,image_book,url
Ral's Woman,Laurann Dohner,"Ariel never knew aliens existed until she finds herself kidnapped and taken from Earth. When the Anzon declare humans useless, she learns her fate — prize for the winner of a brutal fight between large, muscled alien men.

Ral is a Zorn warrior. He has also been kidnapped by the Anzon, along with his crew. Forced into slavery, he's got one thing on his mind — freeing his people. That is, until he sees the small human woman he's willing to fight to win. He doesn't just want her body, he wants her heart forever.

In the hands of a hot alien, Ariel is about to discover how pleasurable captivity can be.
Show more",3.82,"['Romance', 'Science Fiction', 'Aliens', 'Erotica', 'Paranormal', 'Paranormal Romance', 'Fantasy']","['to-read', 'currently-reading', 'romance', 'sci-fi', 'aliens', 'erotica', 'alien']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1259343679i/7203997.jpg,https://www.goodreads.com/book/show/7203997-ral-s-woman
The 100-Year-Old Man Who Climbed Out the Window and Disappeared,Jonas Jonasson,"After a long and eventful life, Allan Karlsson ends up in a nursing home, believing it to be his last stop. The only problem is that he’s still in good health. A big celebration is in the works for his 100th birthday, but Allan really isn’t interested (and he’d like a bit more control over his alcohol consumption), so he decides to escape. He climbs out the window in his slippers and embarks on a hilarious and entirely unexpected journey. It would be the adventure of a lifetime for anyone else, but Allan has a larger-than-life backstory: he has not only witnessed some of the most important events of the 20th century, but actually played a key role in them. Quirky and utterly unique, The 100-Year-Old Man Who Climbed Out the Window and Disappeared has charmed readers across the world.
Show more",3.82,"['Fiction', 'Humor', 'Book Club', 'Contemporary', 'Historical Fiction', 'Audiobook', 'Adventure']","['to-read', 'currently-reading', 'fiction', 'favorites', 'humor', 'book-club', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1510447566i/36578942.jpg,https://www.goodreads.com/book/show/36578942-the-100-year-old-man-who-climbed-out-the-window-and-disappeared
The Sun Is Also a Star,Nicola Yoon,"Natasha: I’m a girl who believes in science and facts. Not fate. Not destiny. Or dreams that will never come true. I’m definitely not the kind of girl who meets a cute boy on a crowded New York City street and falls in love with him. Not when my family is twelve hours away from being deported to Jamaica. Falling in love with him won’t be my story.

Daniel: I’ve always been the good son, the good student, living up to my parents’ high expectations. Never the poet. Or the dreamer. But when I see her, I forget about all that. Something about Natasha makes me think that fate has something much more extraordinary in store—for both of us.

The Universe: Every moment in our lives has brought us to this single moment. A million futures lie before us. Which one will come true?
Show more",3.96,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Audiobook', 'Realistic Fiction', 'Young Adult Contemporary']","['to-read', 'currently-reading', 'romance', 'young-adult', 'favorites', 'ya', 'contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1459793538i/28763485.jpg,https://www.goodreads.com/book/show/28763485-the-sun-is-also-a-star
The Somerset Slayings,David J. Gatward,"A fresh start filled with ghosts and heartache. Can she face her own demons and stop a malevolent murderer?

Somerset, England. DI Gordy Haig is drowning in grief. Devastated and heartbroken, the dedicated Scot questions her decision to transfer and take on a new role in a town full of strangers. And just as she's tempted to give up, a body is found gruesomely displayed in the ruins of a castle.

Digging into the grisly crime, while still living out of a suitcase, the tenacious investigator puzzles over the staged homicide and its apparent mirroring of a death scene from a horror movie. As she battles with nightmares and little sleep, and struggles to focus on the day job, a second body is found - once again mirroring another grotesque cinematic murder.

As the clues reveal a link to an unfinished horror movie, can Gordy roll the credits on a mystery steeped in history and deceit?

The Somerset Slayings is the gripping first book in the DI Haig Crime Thrillers series. If you like wounded but dogged heroines, twisted tales of retribution, and the past returning with a vengeance, then you'll love David J. Gatward's heart-stopping procedural.
Show more",4.34,"['Police', 'Crime', 'Young Adult', 'Suspense', 'Mystery', 'Novels', 'Thriller']","['currently-reading', 'to-read', 'recommended', 'books', 'police', 'my-books', 'crime-fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1727720171i/210263630.jpg,https://www.goodreads.com/book/show/210263630-the-somerset-slayings
Skulduggery Pleasant,Derek Landy,"Meet Skulduggery Pleasant,

Ace Detective,
Snappy Dresser,
Razor–tongued Wit,
Crackerjack Sorcerer,
and Walking, Talking,
Fire-throwing Skeleton,


—as well as ally, protector, and mentor of Stephanie Edgley, a very unusual and darkly talented twelve-year-old.

These two alone must defeat an all-consuming ancient evil.

The end of the world?

Over his dead body.
Show more",4.18,"['Fantasy', 'Young Adult', 'Mystery', 'Fiction', 'Urban Fantasy', 'Middle Grade', 'Magic']","['to-read', 'fantasy', 'currently-reading', 'favorites', 'young-adult', 'mystery', 'fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1334279051i/284440.jpg,https://www.goodreads.com/book/show/284440.Skulduggery_Pleasant
Metamorphoses,Ovid,"Ovid’s sensuous and witty poem, in an accessible translation by David Raeburn

In Metamophoses, Ovid brings together a dazzling array of mythological tales, ingeniously linked by the idea of transformation—often as a result of love or lust—where men and women find themselves magically changed into new and sometimes extraordinary beings. Beginning with the creation of the world and ending with the deification of Augustus, Ovid interweaves many of the best-known myths and legends of ancient Greece and Rome, including Daedalus and Icarus, Pyramus and Thisbe, Pygmalion, Perseus and Andromeda, and the fall of Troy. Erudite but light-hearted, dramatic and yet playful, Metamorphoses has influenced writers and artists throughout the centuries from Shakespeare and Titian to Picasso and Ted Hughes.

For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.
Show more",4.10,"['Poetry', 'Mythology', 'Fiction', 'Literature', 'Fantasy', 'Greek Mythology', 'Classics']","['to-read', 'currently-reading', 'poetry', 'mythology', 'fiction', 'favorites', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1622739150i/1715.jpg,https://www.goodreads.com/book/show/1715.Metamorphoses
Reaper Man,Terry Pratchett,"Death is missing - presumed... er... gone.

Which leads to the kind of chaos you always get when an important public service is withdrawn.

Meanwhile, on a little farm far, far away, a tall dark stranger is turning out to be really good with a scythe. There's a harvest to be gathered in...",4.28,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Audiobook', 'Science Fiction Fantasy', 'Magic']","['to-read', 'fantasy', 'currently-reading', 'discworld', 'fiction', 'humor', 'favorites']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389211958i/34517.jpg,https://www.goodreads.com/book/show/34517.Reaper_Man
Dark Matter,Blake Crouch,"A mindbending, relentlessly surprising thriller from the author of the bestselling Wayward Pines trilogy.

Jason Dessen is walking home through the chilly Chicago streets one night, looking forward to a quiet evening in front of the fireplace with his wife, Daniela, and their son, Charlie—when his reality shatters.

""Are you happy with your life?""

Those are the last words Jason Dessen hears before the masked abductor knocks him unconscious.

Before he awakens to find himself strapped to a gurney, surrounded by strangers in hazmat suits.

Before a man Jason's never met smiles down at him and says, ""Welcome back, my friend.""

In this world he's woken up to, Jason's life is not the one he knows. His wife is not his wife. His son was never born. And Jason is not an ordinary college physics professor, but a celebrated genius who has achieved something remarkable. Something impossible.

Is it this world or the other that's the dream?

And even if the home he remembers is real, how can Jason possibly make it back to the family he loves? The answers lie in a journey more wondrous and horrifying than anything he could've imagined—one that will force him to confront the darkest parts of himself even as he battles a terrifying, seemingly unbeatable foe.

Show more",4.14,"['Science Fiction', 'Fiction', 'Thriller', 'Mystery', 'Book Club', 'Audiobook', 'Mystery Thriller']","['to-read', 'currently-reading', 'sci-fi', 'science-fiction', 'favorites', 'fiction', 'thriller']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1472119680i/27833670.jpg,https://www.goodreads.com/book/show/27833670-dark-matter
The Sacred Well Murders,Susan Rowland,"A simple job turns deadly when Mary Wandwalker, novice detective, is hired to chaperone a young American, Rhiannon, to the Oxford University Summer School on the ancient Celts. Worried by a rhetoric of blood sacrifice, Mary and her operatives, Caroline, and Anna, attend a sacrifice at a sacred well. They discover that those who fail to individuate their gods become possessed by them.
For the so-called Reborn Celts, who run the summer school, have been infiltrated by white supremacists. Could their immersion in myth be less a symbol for psychic wholeness and more a clue of their intent to engage in terrorist violence? Who better to penetrate their secret rites than an apparently harmless woman of a certain age?
Mary agrees to spy on the Reborn Celts, then learns, to her horror, of Anna's passionate affair with the chief suspect, Joe Griffith. With Griffith also the object of Rhiannon's obsession, Mary realizes too late that that these 21 st century Celts mean murder.
The Reborn Celts draw Mary and her friends into three rites to summon their at an Oxford sacred well, by the Thames on the way to London, and in Celtic London, where bloodshed will restore one of the Thames' 'lost rivers.'
Before the fatal night of the summer solstice, Caroline and Anna race to London seeking Mary, who has been kidnapped. Will she end as the crone sacrifice? Or will the three women re-make their detecting family, so re-constituting a pattern of archetypal feminine compassion?
Show more",4.29,"['Mystery', 'Fiction', 'Contemporary', 'Novels', 'Book Club', 'Mystery Thriller', 'Drama']","['to-read', 'mystery', 'currently-reading', 'fiction', 'contemporary-fiction', 'general-fiction', 'novels']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638160080i/59717828.jpg,https://www.goodreads.com/book/show/59717828-the-sacred-well-murders
The Alpha's Fated Encounter,Roxie Ray,"I walk into the bar with my pack, and I scent her straight away.

She’s lying behind the counter with blood trailing from an injury to her head. My desire to protect her stuns me almost as much as her beauty.

But it’s the smell of her blood that stuns me the most—it’s something not quite human.
When she wakes up, her fear tells me all I need to know. She definitely thinks she’s mortal.

I choose to disagree.

I make my pack watch over her while she heals, and she’s surprised I want to protect her. It's obvious she hasn't had good experiences with shifters in the past, but I intend to show her I'm different.

I also need time to find out the truth about her, including why she's being hunted by our kind for reasons I’m yet to understand.

All I know is that whoever this woman really is, she’s special. And she's mine...
Show more",3.93,"['Fantasy', 'Paranormal', 'Novels', 'Science Fiction Fantasy', 'Shapeshifters', 'Speculative Fiction', 'Fiction']","['currently-reading', 'to-read', 'dnf', 'fantasy', 'paranormal', 'novels', 'kindle-unlimited']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1664931070i/62883579.jpg,https://www.goodreads.com/book/show/62883579-the-alpha-s-fated-encounter
Book Lovers,Emily Henry,"One summer. Two rivals. A plot twist they didn't see coming....

Nora Stephens’ life is books—she’s read them all—and she is not that type of heroine. Not the plucky one, not the laidback dream girl, and especially not the sweetheart. In fact, the only people Nora is a heroine for are her clients, for whom she lands enormous deals as a cutthroat literary agent, and her beloved little sister Libby.

Which is why she agrees to go to Sunshine Falls, North Carolina for the month of August when Libby begs her for a sisters’ trip away—with visions of a small-town transformation for Nora, who she’s convinced needs to become the heroine in her own story. But instead of picnics in meadows, or run-ins with a handsome country doctor or bulging-forearmed bartender, Nora keeps bumping into Charlie Lastra, a bookish brooding editor from back in the city. It would be a meet-cute if not for the fact that they’ve met many times and it’s never been cute.

If Nora knows she’s not an ideal heroine, Charlie knows he’s nobody’s hero, but as they are thrown together again and again—in a series of coincidences no editor worth their salt would allow—what they discover might just unravel the carefully crafted stories they’ve written about themselves.
Show more",4.11,"['Romance', 'Fiction', 'Contemporary', 'Audiobook', 'Contemporary Romance', 'Adult', 'Chick Lit']","['to-read', 'romance', '2022', 'favorites', '2023', '2024', 'physical-tbr']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638867089i/58690308.jpg,https://www.goodreads.com/book/show/58690308-book-lovers
The Undertaking of Hart and Mercy,Megan Bannen,"Hart is a marshal, tasked with patrolling the strange and magical wilds of Tanria. It’s an unforgiving job, and Hart’s got nothing but time to ponder his loneliness.

Mercy never has a moment to herself. She’s been single-handedly keeping Birdsall & Son Undertakers afloat in defiance of sullen jerks like Hart, who seems to have a gift for showing up right when her patience is thinnest.

After yet another exasperating run-in with Mercy, Hart finds himself penning a letter addressed simply to “A Friend”. Much to his surprise, an anonymous letter comes back in return, and a tentative friendship is born.

If only Hart knew he’s been baring his soul to the person who infuriates him most – Mercy. As the dangers from Tanria grow closer, so do the unlikely correspondents. But can their blossoming romance survive the fated discovery that their pen pals are their worst nightmares – each other?
Show more",4.06,"['Fantasy', 'Romance', 'Fiction', 'Romantasy', 'Fantasy Romance', 'Adult', 'Enemies To Lovers']","['to-read', 'fantasy', 'romance', 'currently-reading', '2023', 'dnf', 'favorites']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1639888350i/58510253.jpg,https://www.goodreads.com/book/show/58510253-the-undertaking-of-hart-and-mercy
Claimed,Evangeline Anderson,"Olivia Waterhouse has just graduated from nursing school and has her whole life ahead of her—until she gets drafted. Problem is, she isn’t being forced into the Army, she’s been chosen as a Kindred bride.

The Kindred are huge alien warriors—a race of genetic traders whose population is ninety-five percent male. After saving Earth from the threat of invasion they demand a reward—the right to find brides among the population. The chances of being chosen are about the same as those of winning the lottery—guess it’s just Liv’s lucky day.

Baird is a Beast Kindred who recently escaped imprisonment and torture at the hands of the malevolent Scourge. Through the torment and pain only one thing kept him sane—the thought of finding and claiming his bride—Olivia. His need to possess her is a burning intensity that threatens to consume them both.

Angry at having her future and her family taken away from her, Liv vows to fight back the only way she can—by resisting. She has one month on the Kindred Mothership with Baird—their claiming period. If she can keep from having bonding sex with him during that time, she can go home and get on with her life on Earth.

But Baird isn’t going to make it easy for her. Every week he is allowed to touch Liv more and more intimately and according to the contract she signed, she has to let him. She’s determined to resist him but his touch sets her on fire. And just as she thinks she knows what she wants, a twist of fate and an attack by the faceless Scourge AllFather changes everything…
Show more",3.79,"['Romance', 'Science Fiction', 'Aliens', 'Paranormal', 'Fantasy', 'Paranormal Romance', 'Science Fiction Romance']","['to-read', 'currently-reading', 'romance', 'sci-fi', 'aliens', 'kindle', 'paranormal']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327942833i/10439221.jpg,https://www.goodreads.com/book/show/10439221-claimed
Ham on Rye,Charles Bukowski,"In what is widely hailed as the best of his many novels, Charles Bukowski details the long, lonely years of his own hardscrabble youth in the raw voice of alter ego Henry Chinaski. From a harrowingly cheerless childhood in Germany through acne-riddled high school years and his adolescent discoveries of alcohol, women, and the Los Angeles Public Library's collection of D. H. Lawrence, ""Ham on Rye"" offers a crude, brutal, and savagely funny portrait of an outcast's coming-of-age during the desperate days of the Great Depression.",4.14,"['Fiction', 'Classics', 'Novels', 'Literature', 'American', 'Coming Of Age', 'Contemporary']","['to-read', 'currently-reading', 'fiction', 'favorites', 'classics', 'owned', 'own']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388195001i/38501.jpg,https://www.goodreads.com/book/show/38501.Ham_on_Rye
Villette,Charlotte Brontë,"With her final novel, Villette, Charlotte Brontë reached the height of her artistic power. First published in 1853, Villette is Brontë's most accomplished and deeply felt work, eclipsing even Jane Eyre in critical acclaim. Her narrator, the autobiographical Lucy Snowe, flees England and a tragic past to become an instructor in a French boarding school in the town of Villette. There she unexpectedly confronts her feelings of love and longing as she witnesses the fitful romance between Dr. John, a handsome young Englishman, and Ginerva Fanshawe, a beautiful coquette. The first pain brings others, and with them comes the heartache Lucy has tried so long to escape. Yet in spite of adversity and disappointment, Lucy Snowe survives to recount the unstinting vision of a turbulent life's journey - a journey that is one of the most insightful fictional studies of a woman's consciousness in English literature.
Show more",3.78,"['Classics', 'Fiction', 'Romance', '19th Century', 'Victorian', 'Gothic', 'Literature']","['to-read', 'classics', 'currently-reading', 'fiction', 'favorites', 'owned', 'classic']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320412741i/31173.jpg,https://www.goodreads.com/book/show/31173.Villette
