title,author,description,rating,genres,shelves,image_book,url
The Sneetches and Other Stories,Dr. Seuss,"1 The Sneetches
The unfortunate Sneetches are bamboozled by one Sylvester McMonkey McBean (""the Fix-it-up Chappie""), who teaches them that pointless prejudice can be costly.

2 The Zax
A South-Going Zax and a North-Going Zax seem determined to butt heads on the prairie of Prax.

3 Too Many Daves
Mrs. McCave had 23 sons and named them all Dave. After, she prefers different names, like Marvin O'Gravel Balloon Face or Zanzibar Buck-Buck McFate.


Spooky trousers start in the dark forest, but appear closer and more often, even in broad daylight.

Wacky illustrations and tongue-twisting rhymes are Suess specialties.
Show more",4.31,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Humor']","['to-read', 'picture-books', 'childrens', 'children', 'children-s-books', 'children-s', 'currently-reading']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673285588i/105549.jpg,https://www.goodreads.com/book/show/105549.The_Sneetches_and_Other_Stories
Blackshirts and Reds: Rational Fascism and the Overthrow of Communism,Michael Parenti,"Blackshirts & Reds explores some of the big issues of our time: fascism, capitalism, communism, revolution, democracy, and ecology—terms often bandied about but seldom explored in the original and exciting way that has become Michael Parenti’s trademark.

Parenti shows how “rational fascism” renders service to capitalism, how corporate power undermines democracy, and how revolutions are a mass empowerment against the forces of exploitative privilege. He also maps out the external and internal forces that destroyed communism, and the disastrous impact of the “free-market” victory on eastern Europe and the former Soviet Union. He affirms the relevance of taboo ideologies like Marxism, demonstrating the importance of class analysis in understanding political realities and dealing with the ongoing collision between ecology and global corporatism.

Written with lucid and compelling style, this book goes beyond truncated modes of thought, inviting us to entertain iconoclastic views, and to ask why things are as they are. It is a bold and entertaining exploration of the epic struggles of yesterday and today.

""A penetrating and persuasive writer with an astonishing array of documentation to implement his attacks.""—

discusses the great combat between fascism and socialism that is the defining feature of the Twentieth Century, and takes every official version to task for its substitution of moral analysis for critical analysis, for its selectivity, and for its errata. By portraying the struggle between fascism and Communism in this century as a single conflict, and not a series of discrete encounters, between the insatiable need for new capital on the one hand and the survival of a system under siege on the other, Parenti defines fascism as the weapon of capitalism, not simply an extreme form of it. Fascism is not an aberration, he points out, but a ""rational"" and integral component of the system.""—Stan Goff,

, PhD Yale, is an internationally known author and lecturer. He is one of the nation's leading progressive political analysts. He is the author of over 275 published articles and twenty books. His writings are published in popular periodicals, scholarly journals, and his op-ed pieces have been in leading newspapers such as and . His informative and entertaining books and talks have reached a wide range of audiences in North America and abroad.

Show more",4.40,"['Politics', 'History', 'Nonfiction', 'Theory', 'Philosophy', 'Economics', 'Sociology']","['to-read', 'currently-reading', 'politics', 'history', 'non-fiction', 'nonfiction', 'favorites']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328774833i/404273.jpg,https://www.goodreads.com/book/show/404273.Blackshirts_and_Reds
The Fall of the House of Usher and Other Tales,Edgar Allan Poe,"The eerie tales of Edgar Allan Poe, from the 1830s and 40s, remain among the most brilliant and influential works in American literature. Some of the celebrated tales contained in this unique volume include the world's first detective stories -- ""The Murders in the Rue Morgue"" and ""The Purloined Letter"", and three stories sure to make a reader's hair stand on end -- ""The Cask of Amontillado"", ""The Tell-Tale Heart"", and ""The Masque of the Red Death"".

The work includes a new introduction by Stephen Marlowe, author of ""The Memoirs of Christopher Columbus"" and ""The Lighthouse at the End of the World.""

Besides the five stories already mentioned, it also contains: ""The Balloon-Hoax"", ""Ms. Found in a Bottle"", ""A Descent into a Maelstrom"", ""The Black Cat"", ""The Pit and the Pendulum"", The Assignation"", ""Diddling"", ""The Man That Was Used Up"", and the novel, ""Narrative of A. Gordon Pym"". These may vary with different editions.

The Signet Classic Edition of ""The Fall of the House of Usher and Other Tales"" has over 250,000 copies in print!

Librarian's note: this is a collection by the author of short stories, and one novel, Entries for each of them on their own can be found elsewhere on Goodreads, including the specific entry for the story, ""The Fall of the House of Usher"".
Show more",4.17,"['Classics', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'Mystery', 'Literature']","['to-read', 'currently-reading', 'classics', 'horror', 'fiction', 'short-stories', 'favorites']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355276847i/32559.jpg,https://www.goodreads.com/book/show/32559.The_Fall_of_the_House_of_Usher_and_Other_Tales
We the Living,Ayn Rand,"Ayn Rand's first published novel, a timeless story that explores the struggles of the individual against the state in Soviet Russia.

First published in 1936, 'We the Living' portrays the impact of the Russian Revolution on three human beings who demand the right to live their own lives and pursue their own happiness. It tells of a young woman’s passionate love, held like a fortress against the corrupting evil of a totalitarian state.

is not a story of politics, but of the men and women who have to struggle for existence behind the Red banners and slogans. It is a picture of what those slogans do to human beings. What happens to the defiant ones? What happens to those who succumb?

Against a vivid panorama of political revolution and personal revolt, Ayn Rand shows what the theory of socialism means in practice.

(1905–1982) was born in pre-revolutionary St. Petersburg to a prosperous Jewish family as Alisa Rosenbaum. When the Bolsheviks requisitioned her family's business, they fled to the Crimea, and she later moved to America as soon as she was offered the chance. After beginning her writing career with screenplays, she published the novel in 1936. Her status was later established with and her magnus opus, Also a prolific non-fiction writer, as well as the founder of the philosophical school of Objectivism, she has had an unequivocal impact on both literature and culture, regardless of one's perspective of her works.
Show more",3.96,"['Fiction', 'Classics', 'Philosophy', 'Historical Fiction', 'Literature', 'Politics', 'Russia']","['to-read', 'currently-reading', 'fiction', 'classics', 'favorites', 'philosophy', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306188481i/668.jpg,https://www.goodreads.com/book/show/668.We_the_Living
Chess Story,Stefan Zweig,"Chess Story, also known as The Royal Game, is the Austrian master Stefan Zweig's final achievement, completed in Brazilian exile and sent off to his American publisher only days before his suicide in 1942. It is the only story in which Zweig looks at Nazism, and he does so with characteristic emphasis on the psychological.

Travelers by ship from New York to Buenos Aires find that on board with them is the world champion of chess, an arrogant and unfriendly man. They come together to try their skills against him and are soundly defeated. Then a mysterious passenger steps forward to advise them and their fortunes change. How he came to possess his extraordinary grasp of the game of chess and at what cost lie at the heart of Zweig's story.

This new translation of Chess Story brings out the work's unusual mixture of high suspense and poignant reflection.
Show more",4.27,"['Classics', 'Fiction', 'German Literature', 'Short Stories', 'Literature', 'Novella', 'Novels']","['to-read', 'currently-reading', 'classics', 'fiction', 'favorites', 'german', 'short-stories']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657549823i/59151.jpg,https://www.goodreads.com/book/show/59151.Chess_Story
The Captive Mind,Czesław Miłosz,"The Captive Mind begins with a discussion of the novel Insatiability by Stanisław Ignacy Witkiewicz and its plot device of Murti-Bing pills, which are used as a metaphor for dialectical materialism, but also for the deadening of the intellect caused by consumerism in Western society. The second chapter considers the way in which the West was seen at the time by residents of Central and Eastern Europe, while the third outlines the practice of Ketman, the act of paying lip service to authority while concealing personal opposition, describing seven forms applied in the people's democracies of mid-20th century Europe.

The four chapters at the heart of the book then follow, each a portrayal of a gifted Polish man who capitulated, in some fashion, to the demands of the Communist state. They are identified only as Alpha, the Moralist; Beta, The Disappointed Lover; Gamma, the Slave of History; and Delta, the Troubadour. However, each of the four portraits were easily identifiable: Alpha is Jerzy Andrzejewski, Beta is Tadeusz Borowski, Gamma is Jerzy Putrament and Delta is Konstanty Ildefons Gałczyński.

The book moves toward its climax with an elaboration of ""enslavement through consciousness"" in the penultimate chapter and closes with a pained and personal assessment of the fate of the Baltic nations in particular.
Show more",4.27,"['Philosophy', 'Nonfiction', 'History', 'Politics', 'Polish Literature', 'Poland', 'Essays']","['to-read', 'currently-reading', 'philosophy', 'non-fiction', 'history', 'politics', 'nonfiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1367072608i/145660.jpg,https://www.goodreads.com/book/show/145660.The_Captive_Mind
The Executioner's Song,Norman Mailer,"In what is arguably his greatest work, America's most heroically ambitious writer follows the short, blighted career of Gary Gilmore, an intractably violent product of America's prisons who became notorious for two reasons: first, for robbing two men in 1976, then killing them in cold blood; and, second, after being tried and convicted, for insisting on dying for his crime. To do so, he had to fight a system that seemed paradoxically intent on keeping him alive long after it had sentenced him to death.
Norman Mailer tells Gilmore's story--and those of the men and women caught up in his procession toward the firing squad--with implacable authority, steely compassion, and a restraint that evokes the parched landscapes and stern theology of Gilmore's Utah. is a trip down the wrong side of the tracks to the deepest sources of American loneliness and violence. It is a towering achievement--impossible to put down, impossible to forget.

Winner of the 1980 Pulitzer Prize
Show more",4.05,"['True Crime', 'Nonfiction', 'Crime', 'Biography', 'Classics', 'History', 'Literature']","['to-read', 'currently-reading', 'true-crime', 'non-fiction', 'fiction', 'nonfiction', 'pulitzer']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1325755176i/12468.jpg,https://www.goodreads.com/book/show/12468.The_Executioner_s_Song
The Perfect Fit,Sadie Kincaid,"A Dark Why Choose Romance.

One wannabe writer from Brooklyn.
Three insanely hot billionaires.
One very indecent proposal.

West Archer, Ezekiel Cavanagh, and Xander King. AKA The Unholy Trinity. Ruthless. Ambitious. Intimidating.
With dark tastes and even darker desires, they’ve been searching for the perfect woman to fit into their unique lifestyle for over a decade. But despite their best efforts, none have made it past three months. Believing they’re destined to never find the one, they swear to stop looking.

Until they meet Lily.

There’s something about Lily Sloane, something that captivates all three of them. For the first time ever, it seems like they may have truly found the perfect fit. But as we all know, there is such a thing as too good to be true.

Lily Sloane isn’t the penniless girl from Brooklyn they think she is. And with a past full of secrets and lies that she’s trying to escape, the unholy trinity might have bitten off more than they can chew. When trust is broken, is there any way back?

The Perfect Fit is a dark why-choose MMFM romance with lots of angst, emotion, betrayal, and enough heat to melt your kindle. This book contains grumpy/sunshine, sword crossing, an epic grovel, and a HEA.
Content warnings include: CNC, knife play, blood play, primal play.
Show more",4.08,"['Reverse Harem', 'Dark Romance', 'Romance', 'Dark', 'M M Romance', 'Smut', 'BDSM']","['to-read', 'currently-reading', '2024', 'reverse-harem', 'dark-romance', 'romance', 'rh']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1705000150i/125310117.jpg,https://www.goodreads.com/book/show/125310117-the-perfect-fit
The Grace Year,Kim Liggett,"No one speaks of the grace year. It’s forbidden.

In Garner County, girls are told they have the power to lure grown men from their beds, to drive women mad with jealousy. They believe their very skin emits a powerful aphrodisiac, the potent essence of youth, of a girl on the edge of womanhood. That’s why they’re banished for their sixteenth year, to release their magic into the wild so they can return purified and ready for marriage. But not all of them will make it home alive.

Sixteen-year-old Tierney James dreams of a better life—a society that doesn’t pit friend against friend or woman against woman, but as her own grace year draws near, she quickly realizes that it’s not just the brutal elements they must fear. It’s not even the poachers in the woods, men who are waiting for a chance to grab one of the girls in order to make a fortune on the black market. Their greatest threat may very well be each other.

With sharp prose and gritty realism, examines the complex and sometimes twisted relationships between girls, the women they eventually become, and the difficult decisions they make in-between.
Show more",4.14,"['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Book Club', 'Audiobook', 'Horror']","['to-read', 'currently-reading', 'favorites', 'young-adult', 'dystopian', '2024', 'ya']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1548518877i/43263520.jpg,https://www.goodreads.com/book/show/43263520-the-grace-year
The Golem's Eye,Jonathan Stroud,"At only fourteen, Nathaniel is a rising star: a young magician who is quickly climbing the ranks of the government. There is seemingly nothing he cannot handle, until he is asked to deal with the growing Resistance movement, which is disrupting London life with its thefts and raids. It’s no easy task: the ringleader Kitty and her friends remain elusive, and Nathaniel’s job-and perhaps his life-are soon at risk. As the pressure mounts, he is distracted by a new series of terrifying attacks in the capital. But is it the Resistance again, or something more dangerous still? To uncover the perpetrators, Nathanial must take desperate measures: a journey to the enemy city of Prague and-worse-summoning once again the troublesome, enigmatic, and quick – witted djinni Bartimaeus.

A thrilling sequel to the best-selling Amulet of Samarkand, The Golem’s Eye is a roller-coaster ride of magic, adventure, and political skullduggery, in which the fates of Nathaniel, Bartimaeus, and Kitty explosively collide.
Show more",4.12,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Middle Grade', 'Urban Fantasy', 'Adventure']","['to-read', 'fantasy', 'currently-reading', 'young-adult', 'favorites', 'fiction', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441130242i/59263.jpg,https://www.goodreads.com/book/show/59263.The_Golem_s_Eye
The Tea Rose,Jennifer Donnelly,"East London, 1888 - a city apart. A place of shadow and light where thieves, whores, and dreamers mingle, where children play in the cobbled streets by day and a killer stalks at night, where bright hopes meet the darkest truths. Here, by the whispering waters of the Thames, Fiona Finnegan, a worker in a tea factory, hopes to own a shop one day, together with her lifelong love, Joe Bristow, a costermonger's son. With nothing but their faith in each other to spur them on, Fiona and Joe struggle, save, and sacrifice to achieve their dreams.

But Fiona's life is shattered when the actions of a dark and brutal man take from her nearly everything-and everyone-she holds dear. Fearing her own death, she is forced to flee London for New York. There, her indomitable spirit propels her rise from a modest West Side shop-front to the top of Manhattan's tea trade. But Fiona's old ghosts do not rest quietly, and to silence them, she must venture back to the London of her childhood, where a deadly confrontation with her past becomes the key to her future.
Show more",4.22,"['Historical Fiction', 'Romance', 'Fiction', 'Historical', 'Historical Romance', 'Book Club', 'Adult']","['to-read', 'currently-reading', 'historical-fiction', 'favorites', 'romance', 'fiction', 'historical']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327888567i/261331.jpg,https://www.goodreads.com/book/show/261331.The_Tea_Rose
Lips of a Mastodon,Ted Bernal Guevara,"(BACK COVER)

Why does Ted Bernal Guevara keep putting out these James Dean conceptual novels? In plain truth, Guevara says, “He’s like a kid (James Dean) I went to class with, rode the bus with, and slid down an awesome snow-packed hill with.” And after high school, he goes on to Hollywood fame and immortality while Guevara from his modest bookish world is left to wonder about the iconic image, giving it a stark, poignant voice sixty years later. Guevara grew up in Marion, Indiana, where the actor was born.

In 1954, Dean met perhaps the one real romance in his brief life. Italian actress Pier Angeli was barely 22 when her movie The Silver Chalice coincided with Dean’s East of Eden at Warner Brothers. She’d sneak over to watch him perform, and he would do the same. When they finally interact, Pier’s mother disapproves of Dean’s behavior, attire, and not being Catholic.

Some say it was all for the limelight and publicity. Guevara’s gripping and frank story vies otherwise, excavating the actor’s true passion for the lovely but quaint Ms. Angeli.

Guevara is also the author of True Feel, A Circle with Two Corners, and Days of Slint, the first James Dean conceptual novel.
Show more",3.57,"['Fiction', 'Drama', 'Psychological Thriller', 'Novels', 'Crime', 'Mystery', 'Suspense']","['to-read', 'fiction', 'drama', 'psychological-thriller', 'page-turner', 'novels', 'ebook']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438191401i/26004546.jpg,https://www.goodreads.com/book/show/26004546-lips-of-a-mastodon
Dead Fall,Brad Thor,"Lethal operative Scot Harvath is dispatched to avenge the killing of American citizens abroad in #1 New York Times and #1 Wall Street Journal bestselling author Brad Thor’s new pulse-pounding thriller.

In the war-ravaged borderlands of Ukraine, a Russian mercenary unit has gone rogue. Its members, conscripted from the worst prisons and mental asylums across Russia, are the most criminally violent, psychologically dangerous combatants to ever set foot upon the modern battlefield.

With all attention focused on the frontlines, they have pushed deeper into the interior to wage a campaign of unspeakable barbarity. As they move from village to village, committing horrific war crimes, they meet little resistance as all able-bodied men are off fighting the war.

Simultaneously, a team of Russian soldiers has been dispatched by the Kremlin to loot truckloads of art and priceless cultural treasures hidden away in a host of churches, museums, and private homes.

When multiple American aid workers are killed, America’s top spy, Scot Harvath, is sent in to settle the score. But in a country so vast, will Harvath be able to find the men in question and, more importantly, will he be able to stop them before they can kill again?
Show more",4.39,"['Thriller', 'Fiction', 'Mystery', 'Action', 'Mystery Thriller', 'Police', 'Suspense']","['to-read', 'currently-reading', 'brad-thor', 'thriller', '2023', 'fiction', '2024']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1674866573i/63278248.jpg,https://www.goodreads.com/book/show/63278248-dead-fall
Stormbreaker,Anthony Horowitz,"They told him his uncle died in an accident. He wasn't wearing his seatbelt, they said. But when fourteen-year-old Alex finds his uncle's windshield riddled with bullet holes, he knows it was no accident. What he doesn't know yet is that his uncle was killed while on a top-secret mission. But he is about to, and once he does, there is no turning back. Finding himself in the middle of terrorists, Alex must outsmart the people who want him dead. The government has given him the technology, but only he can provide the courage. Should he fail, every child in England will be murdered in cold blood.",3.98,"['Young Adult', 'Fiction', 'Adventure', 'Mystery', 'Thriller', 'Action', 'Espionage']","['to-read', 'currently-reading', 'young-adult', 'fiction', 'adventure', 'ya', 'mystery']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1545541515i/136782.jpg,https://www.goodreads.com/book/show/136782.Stormbreaker
